Int_no,Rue_1,Rue_2,Arrondissement,X,Y,long,lat
9029,Halles Est des,Jean-Talon,Anjou,299323.3,5050853,-73.5702004512997,45.5975596999475
9030,Jean-Talon,Lisieux,Saint-Léonard,298410.56,5048834,-73.5818735432137,45.5793843722593
9031,Jean-Talon,Mainville,Saint-Léonard,298515.94,5049434.5,-73.5805309422548,45.5847888089748
9032,Jean-Talon,Michelet,Saint-Léonard,298270.47,5048495.5,-73.5836641147938,45.5763371463009
9034,Jean-Talon,Valdombre,Saint-Léonard,298640.06,5049683.5,-73.5789434723837,45.5870304935415
9036,Jean-Talon,Villanelle de la,Saint-Léonard,298743.52,5049893.16,-73.5776201693842,45.5889179830811
9137,Bombardier,Langelier,Saint-Léonard,297484.23,5051107.76,-73.5937774785028,45.5998351804617
9139,Couture,Langelier,Saint-Léonard,296950.42,5051511.54,-73.6006266270794,45.6034626760765
9141,Blainville de,Langelier,Saint-Léonard,298162.77,5050690.18,-73.5850739192799,45.5960844916464
9142,Langelier,Lotbinière de,Saint-Léonard,299235.89,5050144.61,-73.5713127997046,45.5911847152464
9145,Langelier,Lavoisier,Saint-Léonard,297188.9,5051307.59,-73.5975662885167,45.6016301329445
9146,Langelier,Léger,Montréal-Nord,295315.81,5053747.84,-73.6216247341761,45.6235650500585
9149,Langelier,Magloire,Saint-Léonard,298038.72,5050749.48,-73.5866647725874,45.5966168940345
9151,Langelier,"P,-E.-Lamarche",Saint-Léonard,297769.1,5050923.72,-73.5901232149191,45.5981820785403
9155,Langelier,Robert,Saint-Léonard,297962.05,5050799.09,-73.5876482075583,45.5970625485168
9182,75 e Avenue,Airlie / Vérendrye de la,LaSalle,294611.48,5031180.81,-73.6301878103548,45.4204884360439
9183,Shevchenko,Vérendrye de la,LaSalle,296211.24,5032240.57,-73.6097647703111,45.430046194569
9185,Lapierre,Vérendrye de la,LaSalle,296734.38,5032722.5,-73.603086921586,45.4343890840424
9271,Davaar,Manoir,Outremont,295359.47,5042149.44,-73.6208408236815,45.519199738261
9294,Désy,Maurice-Duplessis,Montréal-Nord,295203.58,5052560.93,-73.6230406015388,45.6128834228615
9297,Lacordaire,Maurice-Duplessis,Montréal-Nord,295027.8,5052431.02,-73.6252917583982,45.6117120124487
9304,Maurice-Duplessis,Rolland,Montréal-Nord,295516.3,5052790.25,-73.6190354329822,45.6149511462176
9368,Nazareth,Notre-Dame,Ville-Marie,299990.59,5039788.89,-73.5615383876443,45.4980058544427
9402,O'Brien,90m au nord de Henri-Bourassa,Ahuntsic - Cartierville,289279.28,5043051,-73.6986967461392,45.5272034433178
9405,Ontario,Wurtele,Ville-Marie,300873.49,5044060.6,-73.5502755407619,45.5364499555935
9452,Amiens d',Pie-IX,Montréal-Nord,294226.68,5049925.93,-73.6355088119624,45.5891588572873
9453,Arthur-Champoux,Pie IX,Montréal-Nord,293856,5050428,-73.6402707262679,45.5936708814368
9454,Castille de,Pie-IX,Montréal-Nord,294078.1,5050127.04,-73.6374174397328,45.5909662240644
9455,Charleroi de,Pie-IX,Montréal-Nord,293931.15,5050325.02,-73.6393052288724,45.5927454191537
9458,Larin,Pie-IX,Montréal-Nord,294556.37,5049480.65,-73.6312741408839,45.5851570399693
9460,Majeau,Pie-IX,Montréal-Nord,294521.1,5049527.72,-73.6317271222963,45.5855800685405
9461,Martial,Pie-IX,Montréal-Nord,293983.46,5050254.26,-73.6386332099033,45.5921095176972
9462,Monselet,Pie-IX,Montréal-Nord,294142.77,5050039.72,-73.6365866919691,45.5901814894683
9500,Prieur,Saint-Michel,Montréal-Nord,293383.1,5049063.15,-73.6463000226289,45.5813819932625
9516,Prieur,Saint-Vital,Montréal-Nord,293808.44,5049462.5,-73.6408585748516,45.5849823050145
9538,Lionel-Groulx,Provencher,Saint-Léonard,296059.91,5049256.5,-73.6120020083955,45.5831605910257
9542,Provencher,Robert,Saint-Léonard,296363.59,5048908.5,-73.6081044245232,45.5800329352496
9675,Monselet,Saint-Michel,Montréal-Nord,293160.79,5049263.03,-73.6491535310582,45.5831768845394
9676,Mont-Joli,Saint-Michel,Montréal-Nord,293836.03,5048651.8,-73.6404868110756,45.5776878354069
9680,Clément,Saint-Patrick,LaSalle,292714,5032835,-73.6544741194393,45.4353434844761
9684,Lapierre,Saint-Patrick,LaSalle,294312.53,5033908.45,-73.6340658516502,45.4450287327489
9703,Galeries d'Anjou les,Saint-Zotique,Anjou,300156.89,5050697.35,-73.5595140035929,45.5961651843879
9824,Davaar,Van-Horne,Outremont,295624.5,5041984,-73.6174452926392,45.5177145834466
9825,Dollard,Van-Horne,Outremont,295717.51,5042129.55,-73.6162574754316,45.519025516538
9828,Hartland,Van-Horne,Outremont,295484.13,5041760,-73.6192377507357,45.5156970828993
9829,McEachran,Van-Horne,Outremont,295670.87,5042054.1,-73.6168530691035,45.5183459791135
9830,Pratt,Van-Horne,Outremont,295388.2,5041597.82,-73.6204624829104,45.51423643552
9831,Rockland,Van-Horne,Outremont,295578.69,5041907.5,-73.618030214701,45.5170256023696
9860,Beatty,LaSalle / Wellington,Verdun,299471.5,5034519,-73.5681231959144,45.4505811394215
9861,Desmarchais,Wellington,Verdun,299499.3,5034965.33,-73.5677725921452,45.4545976530246
9862,Église de l',Wellington,Verdun,299558.72,5035873,-73.5670225484143,45.4627657645538
9864,Gilberte-Dubé,Wellington,Verdun,299802.78,5036797.5,-73.5639110482945,45.4710866495099
9865,Hickson,Wellington,Verdun,299574.84,5036110,-73.5668189343462,45.4648985265373
9872,Wellington,Willibord,Verdun,299532.94,5035483,-73.5673480300429,45.4592561593436
9873,Wellington,Woodland,Verdun,299482.88,5034714.5,-73.567979819662,45.4523404339273
9876,5 e Avenue,Wellington,Verdun,299511.72,5035130,-73.5676155659887,45.4560795300368
9888,Vincent-d'Indy,Willowdale,Outremont,295931.65,5041213.73,-73.613499883813,45.5107873642644
9994,Loire de la,Voie serv. A-40 Est,Anjou,300088.31,5052382.01,-73.5604093085134,45.6113237417374
10027,Bombardier,L-H-Lafontaine (dir.Sud),Anjou,298441.47,5052322,-73.5815228986013,45.6107706404756
10033,Larrey,L-H-Lafontaine (dir.Sud),Anjou,297924.99,5052600.06,-73.5881486156269,45.6132677758205
10039,L-H-Lafontaine (dir.Sud),Roseraies des,Anjou,300929.6,5050802,-73.5496104704298,45.5971115846817
10045,Albert-Hudon,Léger,Montréal-Nord,295496.01,5053880.59,-73.6193163982782,45.6247620004777
10100,Place d'Accueil,Saint-Antoine,Lachine,289908,5033334,-73.6903532076309,45.4397795967471
10194,90 e Avenue,Airlie,LaSalle,293722.64,5031467.95,-73.6415517351956,45.4230587649666
10271,Alexis-Nihon,Côte-Vertu,Saint-Laurent,289752.19,5040740.49,-73.6925716435761,45.5064230184702
10275,Alexis-Nihon,Église,Saint-Laurent,290081.56,5040447.54,-73.6883478225683,45.5037939715276
10285,Alexis-Nihon,Saint-Louis,Saint-Laurent,290527.7,5040024.89,-73.6826264251882,45.5000000742784
10288,Alexis-Nihon,Thimens,Saint-Laurent,289368.51,5041082.44,-73.697492450345,45.5094916277982
10295,Alfred,Charleroi de,Montréal-Nord,295084.56,5051159.5,-73.6245387062749,45.6002713584013
10397,Alsace de l',Galeries d'Anjou les,Anjou,298429.97,5051639.74,-73.5816614316792,45.6046313853552
10437,Amiens d',Armand-Lavergne,Montréal-Nord,294599.28,5050208,-73.6307394355061,45.5917025634705
10450,Amiens d',Industriel,Montréal-Nord,295513.25,5050850.5,-73.6190376171941,45.5974967547721
10453,Amiens d',Pelletier,Montréal-Nord,294498.06,5050131,-73.6320351124805,45.5910082048922
10471,Amos d',Jean-Meunier,Montréal-Nord,295264.66,5051589.5,-73.6222384772392,45.6041431005625
10475,Amos d',Lacordaire,Montréal-Nord,295530.89,5051753.36,-73.618828656961,45.6056211546728
10596,Antoine-Faucon,Saint-Charles,Pierrefonds - Roxboro,276147.66,5035666.5,-73.8663743718531,45.4603396782047
10690,Armand-Lavergne,Castille de,Montréal-Nord,294456.98,5050401.25,-73.6325673391,45.5934393762839
10691,Armand-Lavergne,Charleroi de,Montréal-Nord,294314.69,5050590.5,-73.6343951414281,45.5951401663034
10738,Arthur-Péloquin,Viau,Saint-Léonard,296846.82,5048896.49,-73.6019121146841,45.579930557582
10971,Bannantyne,Woodland,Verdun,298806.47,5034754,-73.5766282515439,45.4526904007503
10976,5 e Avenue,Bannantyne,Verdun,298835.31,5035172.5,-73.5762646036137,45.4564565193263
11010,Barré,Côte-Vertu,Saint-Laurent,291069.88,5042201.38,-73.6757497380058,45.5195958331047
11164,Beaudet,Marcel-Laurin,Saint-Laurent,290568.61,5040734.39,-73.6821235330526,45.5063852637856
11176,Beaulac,Côte-Vertu,Saint-Laurent,288683.9,5039543.7,-73.7062034915376,45.4956299880744
11178,Beaulac,Poirier,Saint-Laurent,287946.69,5040212,-73.7156588911406,45.5016261845027
11179,Beaulac,Thimens,Saint-Laurent,288309.35,5039884.31,-73.7110072266764,45.4986861743805
11251,Bédard / Hardy,Dollard,LaSalle,294037.01,5032579.58,-73.6375588733818,45.4330667005798
11283,Bégin,Côte-Vertu,Saint-Laurent,288361.84,5039179.68,-73.7103119887587,45.4923468835442
11284,Bégin,Poirier,Saint-Laurent,287617.5,5039852.5,-73.7198586618384,45.4983832406438
11320,Belfroy,Galerie d'Anjou,Anjou,299132.6,5051207.81,-73.5726489658604,45.6007508482255
11442,Berlioz,île de Sœurs,Verdun,301318.12,5035498.23,-73.5445216824614,45.459404384083
11478,Bertrand,Côte-Vertu,Saint-Laurent,289428.37,5040381.52,-73.6967043976638,45.5031858108553
11679,Bombardier,Champ d'eau,Saint-Léonard,297822.25,5051627,-73.5894519862556,45.6045109128976
11680,Bombardier,Colbert,Anjou,298586.94,5052555,-73.5796607933959,45.6128685482995
11682,Bombardier,Galeries d'Anjou Les,Anjou,298054,5051869.39,-73.5864843981236,45.6066942882526
11687,Bombardier,Pascal-Gagnon,Saint-Léonard,297731.44,5051484.5,-73.5906140686462,45.6032277434456
11688,Bombardier,Renaude-Lapointe,Anjou,298323.47,5052131,-73.5830332424831,45.6090508847807
11812,Bourdaloue,Lacordaire,Saint-Léonard,298772.2,5049266.58,-73.5772448721023,45.583280083273
11839,Bourgoin,Côte-Vertu,Saint-Laurent,289579.2,5040545.91,-73.6947794008211,45.5046683613237
12139,Burel / Cannes,Viau,Saint-Léonard,297983.77,5048388.71,-73.5873361628468,45.5753734678994
12247,Canal / Saint-Patrick,du Musée,Lachine,291817.53,5032346,-73.6659191805777,45.4309271464911
12315,Cardinal,Côte-Vertu,Saint-Laurent,290373.35,5041443.37,-73.6846431813071,45.5127609191046
12453,Cavendish,Côte-Vertu,Saint-Laurent,289041.67,5039940.55,-73.7016386427009,45.4992091680763
12455,Cavendish,Dr.Frédéric-Philip,Saint-Laurent,289185.84,5039685,-73.6997857677926,45.4969128726475
12456,Cavendish,Griffith,Saint-Laurent,289794.61,5038939.32,-73.6919737008202,45.4902163074037
12457,Cavendish,Poirier,Saint-Laurent,288290.21,5040627.15,-73.7112771322138,45.5053700713369
12458,Cavendish,Ernest-Hemingway,Saint-Laurent,287946.48,5040925.67,-73.7156861003464,45.5080480415539
12459,Cavendish,Raymond-Lasnier,Saint-Laurent,288068.63,5040816.73,-73.7141191570912,45.5070707011202
12569,Gaétan-Laberge,Gilberte-Dubé,Verdun,299956.78,5036717.63,-73.5619407068687,45.4703690262124
12598,Champ d'eau,Pascal-Gagnon,Saint-Léonard,298926.51,5051002.55,-73.5752883088992,45.5989021528936
12623,Champlain,Gagné,LaSalle,296005.44,5031872.5,-73.6123883261998,45.4267315475453
12625,Champlain,Gérald,LaSalle,297123.94,5033000.5,-73.5981122863761,45.4368950585618
12635,Champlain,Raymond,LaSalle,295850.66,5031729.5,-73.6143637040631,45.4254427938757
12642,Champlain,Woodland,Verdun,298379.52,5034776.84,-73.5820871691338,45.4528921342037
12651,4 e Avenue / 5 e Avenue,Champlain,Verdun,298573.59,5035249.6,-73.5796119320004,45.4571480200378
12691,Charleroi de,Drapeau,Montréal-Nord,294462.47,5050699.5,-73.632503289188,45.5961231892644
12695,Charlevoi de,Garon,Montréal-Nord,294129.47,5050472,-73.6367665962358,45.5940710549444
12700,Charleroi de,Jean-Meunier,Montréal-Nord,295406.44,5051399,-73.6204172625721,45.6024308639475
12702,Archevêque l',Charleroi de,Montréal-Nord,294637.5,5050827.22,-73.6302624732699,45.5972750269992
12703,Charleroi de,Lacordaire,Montréal-Nord,295659.24,5051581.76,-73.6171800171255,45.6040787545797
12710,Charleroi de,Sainte-Gertrude,Montréal-Nord,294818.27,5050961.15,-73.6279481162296,45.5984827822498
12711,Charleroi de,Salk,Montréal-Nord,295196.91,5051244,-73.6231001984321,45.6010332718793
12785,Châteauneuf,Roi-René,Anjou,300492.1,5052496.37,-73.555233266887,45.6123554023211
13073,Clément,Lafleur,LaSalle,293363.34,5032581,-73.6461688736495,45.4330687851883
13076,Clément,Oblats des,LaSalle,292993.61,5032693.45,-73.6508969736651,45.4340745228922
13090,Cléroux,O'Brien,Saint-Laurent,289598.06,5042761,-73.6946067404968,45.524600949734
13141,Collège,Marcel-Laurin,Saint-Laurent,290716.8,5040616.23,-73.6802237160953,45.5053250228732
13145,Collège,Saint-Germain,Saint-Laurent,291215.16,5041178,-73.6738617591592,45.5103899273204
13146,Collège,Sainte-Croix,Saint-Laurent,291330.66,5041307,-73.6723871152147,45.5115529582018
13214,Codner / Laplante,Dollard,LaSalle,293974.52,5032659.92,-73.6383593054072,45.4337886765986
13258,Côte-de-Liesse,Montée-de-Liesse Bowling Laure,Saint-Laurent,288746.4,5037633.62,-73.7053413593117,45.4784437693762
13268,Côte-de-Liesse,Sainte-Croix,Saint-Laurent,292046.75,5040905.5,-73.6632118461391,45.507953570431
13279,Côte-Vertu,Place Côte-Vertu,Saint-Laurent,288841.65,5039718.52,-73.7041907982343,45.4972067111453
13280,Côte-Vertu,Crevier,Saint-Laurent,290317.02,5041376.86,-73.6853621668125,45.5121612700211
13281,Côte-Vertu,Duguay / Hill,Saint-Laurent,289344.45,5040283.99,-73.6977752079407,45.5023063448757
13282,Côte-Vertu,Dutrisac,Saint-Laurent,290949.75,5042068.45,-73.6772836749855,45.518397304721
13283,Côte-Vertu,Gohier,Saint-Laurent,290451.65,5041531.08,-73.6836436107689,45.5135517814123
13284,Côte-Vertu,Grimard,Saint-Laurent,291536.61,5043067.02,-73.6697989088061,45.5273942073629
13285,Côte-Vertu,Hocquart,Saint-Laurent,289196.83,5040116.25,-73.6996588640783,45.5007936708076
13286,Côte-Vertu,Jules-Poitras,Saint-Laurent,291444.18,5042867.03,-73.6709767474546,45.525592861736
13288,Côte-Vertu,Lebeau,Saint-Laurent,291614.15,5043220.6,-73.6688103740199,45.5287776454065
13289,Côte-Vertu,Leduc,Saint-Laurent,290216.98,5041266.9,-73.6866392635623,45.5111697245739
13290,Côte-Vertu,Marlatt,Saint-Laurent,289955.44,5040972.98,-73.689977639935,45.5085194056211
13291,Côte-Vertu,Montpellier,Saint-Laurent,291215.87,5042361.85,-73.673885477864,45.5210426599428
13292,Côte-Vertu,Muir,Saint-Laurent,291351.94,5042666.36,-73.6721520601636,45.5237853882867
13293,Côte-Vertu,O'Brien,Saint-Laurent,290692.61,5041784.21,-73.6805668789789,45.5158344544344
13295,Côte-Vertu,Pitfield,Saint-Laurent,287359.86,5038071.25,-73.7230919825028,45.4823484801973
13298,Côte-Vertu,Saint-Amour,Saint-Laurent,287496.52,5038221.61,-73.7213491571928,45.4837048795768
13300,Côte-Vertu,Saint-Germain,Saint-Laurent,290615.84,5041713.74,-73.6815474490383,45.5151987821906
13322,Courval,hickmore,Saint-Laurent,289458.88,5036691.5,-73.6961986739233,45.4699821938912
13332,Couture,Lacordaire,Saint-Léonard,296319.41,5050749.53,-73.6087025188599,45.5965984999404
13342,Couture,Pascal-Gagnon,Saint-Léonard,297293.75,5051757,-73.5962291372324,45.6056751802259
13350,Couture,Viau,Saint-Léonard,295864.41,5049873.72,-73.6145185780365,45.5887120263801
13361,Crawford,LaSalle,Verdun,298347.81,5033123,-73.5824708998889,45.438009742983
13365,Jules-Poitras,Sortie A-15 dir. Sud / Crépeau,Saint-Laurent,290595.45,5043223.79,-73.6818521958609,45.5287863329247
13435,D'Artagnan,Viau,Saint-Léonard,296782.41,5049017.03,-73.6027394418324,45.5810144725721
13523,David-Boyer,Dollard,LaSalle,294687.5,5032002,-73.629233296447,45.4278790436197
13643,Décarie,Deguire,Saint-Laurent,289903.06,5042179,-73.6906846308249,45.5193704946748
13644,Décarie,Poirier,Saint-Laurent,289655.41,5042404,-73.6938615487072,45.521389788177
13645,Décarie,Rochon,Saint-Laurent,290333,5041785,-73.6851696897747,45.5158341947533
13646,Décarie,Tassé,Saint-Laurent,290118.94,5041977.5,-73.6879152913706,45.5175619049551
13653,Decelles,Marcel-Laurin,Saint-Laurent,290284.91,5040986.92,-73.6857615854995,45.5086517775399
13660,Decelles,Sainte-Croix,Saint-Laurent,290905.03,5041681,-73.6778451069875,45.514909998285
13671,Deguire,O'Brien,Saint-Laurent,290056,5042347.5,-73.6887320396971,45.5208899684764
13738,Desmarchais,LaSalle,Verdun,299651.78,5034953.94,-73.5658229270231,45.4544963001546
13739,Desmarchais,Verdun,Verdun,299162.15,5034985.36,-73.5720834810769,45.4547752540592
13805,Dion,Sainte-Croix,Saint-Laurent,291856.03,5040994,-73.6656549429126,45.508746414032
13828,Dollard,Elmslie,LaSalle,293651.56,5033083,-73.6424965914373,45.4375906913675
13829,Dollard,Gloria,LaSalle,294344.7,5032236.71,-73.6336191008514,45.4299860465192
13831,Dollard,Jean-Brillon,LaSalle,294951.13,5031822,-73.625860629844,45.4262630705033
13834,Dollard,Réjane,LaSalle,294507,5032126.5,-73.6315426030702,45.4289967268465
13837,Dollard,Salley,LaSalle,295131.16,5031697.5,-73.6235575527745,45.4251452651339
14105,Duval / Saint-Denis,Saint-Charles,Pierrefonds - Roxboro,275613.63,5036257.27,-73.8732378871726,45.4656334993469
14209,Église,Marcel-Laurin,Saint-Laurent,290440.96,5040847.58,-73.6837604154337,45.5074011740181
14214,Église,Saint-Germain,Saint-Laurent,290955.47,5041407,-73.6771917787804,45.5124454480987
14215,Église,Sainte-Croix,Saint-Laurent,291073.47,5041533.5,-73.6756850827843,45.5135860748133
14226,Église de l',LaSalle,Verdun,299836.34,5035857.5,-73.5634723453362,45.4626283157873
14229,Église de l',Verdun,Verdun,299220.63,5035897,-73.5713461228035,45.4629791097481
14384,Esther-Blondin,Pierrefonds,Pierrefonds - Roxboro,276845.76,5038485.56,-73.8576084154946,45.4857347141359
14628,Fortin,Léger,Montréal-Nord,294835.63,5053226.79,-73.6277718710168,45.6188698053823
14677,Fredmir,Pierrefonds,Pierrefonds - Roxboro,278353.81,5040130.67,-73.8384054750575,45.5005966549469
14713,Galets des,Lacordaire,Saint-Léonard,297348.21,5049559.77,-73.595497426695,45.5859044952119
14803,Georges V,Victoria,Lachine,292011.09,5033245,-73.663468800413,45.4390203656086
14983,Gratton,Saint-Louis,Saint-Laurent,290686.44,5040223,-73.6806009190805,45.5017859744401
15079,Guy-Bouchard,Newman,LaSalle,296039.25,5034006.48,-73.611994237349,45.4459346305581
15093,Halpern,Saint-François,Saint-Laurent,285797.84,5038266.5,-73.7430805193871,45.4840646430264
15139,Harry-Worth,Pierrefonds,Pierrefonds - Roxboro,276943,5038718,-73.8563776724668,45.4878301622622
15140,Harry-Worth,Saint-Jean,Pierrefonds - Roxboro,277431.41,5038840.5,-73.8501363373451,45.4889517747718
15202,Henri-Duhamel,LaSalle,Verdun,299364.78,5036933.68,-73.56951427311,45.4723087900662
15205,Henri-Duhamel,Verdun,Verdun,299285.69,5036932.16,-73.5705257845073,45.4722944923397
15238,Hickmore,Liesse Montée de,Saint-Laurent,289523.94,5036867,-73.6953720779019,45.471562844274
15243,Hickson,LaSalle,Verdun,299713.28,5036100,-73.56504847221,45.4648095635613
15281,Hodge,Sainte-Croix,Saint-Laurent,291720.75,5041055.5,-73.667387868499,45.5092972907639
15297,Honoré-Mercier,Lacordaire,Saint-Léonard,296579.98,5050583,-73.6053597858918,45.5951031475699
15371,Industriel,Jean-Meunier,Montréal-Nord,295595,5051139,-73.6179951885238,45.6000938397574
15372,Archevêque l',Industriel,Montréal-Nord,295141.09,5050149.5,-73.6237940858545,45.5911839008661
15384,Industriel,Récollets des,Montréal-Nord,294549.75,5049153.5,-73.6313521121048,45.5822131554806
15386,Industriel,Saint-Vital,Montréal-Nord,294334.21,5048812.28,-73.6341068380215,45.5791395522311
15404,J.-B.-Martineau,Meaux,Saint-Léonard,294928.66,5049606.03,-73.6265057170535,45.5862906268081
15423,Jacques-Bizard,Pierrefonds,Pierrefonds - Roxboro,276477.28,5038106.59,-73.8623002926916,45.4823097815808
15447,23e Avenue_Jean-B-Deschamps,Hickmore_Louis-A-Amos,Saint-Laurent,289215.07,5036423.34,-73.6993082540911,45.4675637767148
15480,Jean-Milot,Lafleur,LaSalle,293276.97,5032311.5,-73.6472664346315,45.4306422679996
15489,Jean-Nicolet,Viau,Saint-Léonard,296756.1,5049178.18,-73.6030792378474,45.5824642434874
15531,Jolicoeur,Saint-Jean,Pierrefonds - Roxboro,277543.47,5038616.64,-73.8486903109783,45.4869418035015
15701,Archevêque l',Léger,Montréal-Nord,294128.6,5051522.62,-73.6368007182879,45.6035247862379
15734,Lacharité,Lasalle,LaSalle,297974.28,5032665.5,-73.5872389538496,45.4338893704641
15738,Lacordaire,Lafourcade,Saint-Léonard,297006.25,5050117.17,-73.5998886590903,45.590916389854
15739,Lacordaire,Lavoisier,Saint-Léonard,296838.68,5050372.96,-73.6020404888351,45.5932161605787
15743,Lacordaire,Renoir / Narcisses,Montréal-Nord,295369.84,5051955.97,-73.6208972064615,45.607442123172
